age,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,gender_Female,gender_Male,gender_Other,learning_disabilities,peer_influence,tutoring_sessions,exam_anxiety_score,motivation_score
20,2.2857142857142856,2.5,1.8,0.0,0.92,5.0,1.0,2.0,0,1.0,5.0,1.0,68.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.86,5.0,1.0,2.0,0,1.0,5.0,1.0,67.0,1.0,0.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.76,8.0,1.0,4.0,0,1.0,5.0,1.0,68.0,1.0,0.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.81,8.0,1.0,2.0,3,1.0,5.0,1.0,68.0,1.0,0.0,0.0,0.0,1.0,0.375,0.3098630992604386,0.6910093944051022
20,4.428571428571429,2.5,1.8,0.0,0.92,4.0,1.0,4.0,0,1.0,5.0,1.0,72.0,0.0,1.0,0.0,1.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.75,6.0,1.0,2.0,1,1.0,5.0,0.0,65.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,1.8571428571428572,2.5,1.8,0.0,0.76,5.0,1.0,4.0,0,1.0,5.0,0.0,66.0,1.0,0.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,3.4285714285714284,2.5,1.8,0.0,0.64,8.0,1.0,3.0,0,1.0,5.0,1.0,65.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3098630992604386,0.6910093944051022
20,2.0,2.5,1.8,0.0,0.97,6.0,1.0,3.0,1,1.0,5.0,1.0,67.0,1.0,0.0,0.0,1.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.64,5.0,1.0,4.0,1,1.0,5.0,0.0,66.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,3.857142857142857,2.5,1.8,0.0,0.86,7.0,1.0,4.0,0,1.0,5.0,0.0,69.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.77,8.0,1.0,3.0,1,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,3.7142857142857144,2.5,1.8,0.0,0.76,6.0,1.0,3.0,0,1.0,5.0,1.0,69.0,0.0,1.0,0.0,0.0,0.5,0.5,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.87,7.0,1.0,2.0,0,1.0,5.0,1.0,67.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.63,6.0,1.0,3.0,0,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,4.428571428571429,2.5,1.8,0.0,0.84,9.0,1.0,3.0,1,1.0,5.0,1.0,71.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.91,6.0,1.0,4.0,1,1.0,5.0,0.0,70.0,0.0,1.0,0.0,0.0,0.5,0.625,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.93,6.0,1.0,4.0,3,1.0,5.0,0.0,71.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.67,7.0,1.0,3.0,3,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.96,7.0,1.0,2.0,0,1.0,5.0,0.0,67.0,0.0,1.0,0.0,0.0,0.0,0.375,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.86,8.0,1.0,4.0,1,1.0,5.0,0.0,66.0,1.0,0.0,0.0,1.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.95,9.0,1.0,2.0,3,1.0,5.0,0.0,72.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.79,9.0,1.0,3.0,0,1.0,5.0,0.0,68.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.82,6.0,1.0,3.0,0,1.0,5.0,0.0,69.0,1.0,0.0,0.0,0.0,1.0,0.375,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.97,7.0,1.0,3.0,3,1.0,5.0,1.0,71.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,4.142857142857143,2.5,1.8,0.0,0.96,9.0,1.0,2.0,3,1.0,5.0,1.0,70.0,1.0,0.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.78,9.0,1.0,4.0,1,1.0,5.0,0.0,67.0,1.0,0.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,5.142857142857143,2.5,1.8,0.0,0.71,6.0,1.0,2.0,0,1.0,5.0,1.0,69.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,3.4285714285714284,2.5,1.8,0.0,0.76,8.0,1.0,1.0,0,1.0,5.0,0.0,65.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.76,8.0,1.0,4.0,1,1.0,5.0,0.0,65.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.0,2.5,1.8,0.0,0.71,8.0,1.0,4.0,0,1.0,5.0,1.0,64.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.71,9.0,1.0,2.0,1,1.0,5.0,1.0,63.0,0.0,1.0,0.0,0.0,0.0,0.125,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.94,5.0,1.0,2.0,0,1.0,5.0,1.0,69.0,0.0,1.0,0.0,0.0,1.0,0.375,0.3098630992604386,0.6910093944051022
20,3.4285714285714284,2.5,1.8,0.0,0.63,6.0,1.0,5.0,1,1.0,5.0,1.0,64.0,1.0,0.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.87,8.0,1.0,3.0,0,1.0,5.0,1.0,72.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.67,7.0,1.0,4.0,0,1.0,5.0,1.0,63.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.74,4.0,1.0,3.0,0,1.0,5.0,1.0,64.0,1.0,0.0,0.0,0.0,1.0,0.375,0.3098630992604386,0.6910093944051022
20,1.5714285714285714,2.5,1.8,0.0,0.62,5.0,1.0,4.0,1,1.0,5.0,1.0,64.0,0.0,1.0,0.0,0.0,0.5,0.375,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.71,8.0,1.0,1.0,3,1.0,5.0,1.0,67.0,0.0,1.0,0.0,0.0,1.0,0.625,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.91,8.0,1.0,0.0,3,1.0,5.0,0.0,71.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.95,5.0,1.0,4.0,0,1.0,5.0,0.0,70.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,1.8571428571428572,2.5,1.8,0.0,0.69,9.0,1.0,4.0,0,1.0,5.0,1.0,61.0,1.0,0.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.79,7.0,1.0,4.0,1,1.0,5.0,1.0,67.0,0.0,1.0,0.0,0.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.79,5.0,1.0,3.0,1,1.0,5.0,0.0,72.0,0.0,1.0,0.0,0.0,0.0,0.5,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.95,6.0,1.0,5.0,0,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,0.0,0.125,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.91,5.0,1.0,2.0,0,1.0,5.0,1.0,70.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.81,6.0,1.0,4.0,0,1.0,5.0,1.0,67.0,0.0,1.0,0.0,1.0,0.5,0.375,0.3098630992604386,0.6910093944051022
20,1.8571428571428572,2.5,1.8,0.0,0.87,4.0,1.0,3.0,0,1.0,5.0,1.0,67.0,1.0,0.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.94,7.0,1.0,2.0,1,1.0,5.0,1.0,71.0,1.0,0.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.6,8.0,1.0,4.0,1,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.7142857142857144,2.5,1.8,0.0,0.76,5.0,1.0,4.0,0,1.0,5.0,1.0,68.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.7142857142857144,2.5,1.8,0.0,0.96,7.0,1.0,3.0,1,1.0,5.0,1.0,74.0,1.0,0.0,0.0,0.0,1.0,0.375,0.3098630992604386,0.6910093944051022
20,1.7142857142857142,2.5,1.8,0.0,0.9,6.0,1.0,3.0,0,1.0,5.0,1.0,64.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.0,2.5,1.8,0.0,0.82,8.0,1.0,3.0,1,1.0,5.0,0.0,65.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.81,4.0,1.0,3.0,1,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.74,8.0,1.0,3.0,0,1.0,5.0,1.0,66.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.81,4.0,1.0,5.0,0,1.0,5.0,0.0,68.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,6.142857142857143,2.5,1.8,0.0,0.86,7.0,1.0,1.0,0,1.0,5.0,1.0,78.0,1.0,0.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.77,6.0,1.0,2.0,0,1.0,5.0,1.0,67.0,1.0,0.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.857142857142857,2.5,1.8,0.0,0.89,6.0,1.0,3.0,0,1.0,5.0,1.0,74.0,0.0,1.0,0.0,0.0,1.0,0.375,0.3098630992604386,0.6910093944051022
20,3.7142857142857144,2.5,1.8,0.0,0.94,5.0,1.0,2.0,3,1.0,5.0,0.0,74.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.4285714285714284,2.5,1.8,0.0,0.66,9.0,1.0,2.0,0,1.0,5.0,0.0,62.0,1.0,0.0,0.0,1.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.78,5.0,1.0,4.0,0,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.76,5.0,1.0,3.0,0,1.0,5.0,1.0,69.0,1.0,0.0,0.0,0.0,0.5,0.375,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.87,10.0,1.0,3.0,1,1.0,5.0,1.0,68.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.7,7.0,1.0,2.0,0,1.0,5.0,0.0,89.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.86,5.0,1.0,4.0,1,1.0,5.0,0.0,66.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.95,7.0,1.0,3.0,0,1.0,5.0,1.0,68.0,1.0,0.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,4.857142857142857,2.5,1.8,0.0,0.77,7.0,1.0,3.0,0,1.0,5.0,1.0,69.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,1.2857142857142858,2.5,1.8,0.0,0.96,4.0,1.0,4.0,1,1.0,5.0,1.0,67.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,3.4285714285714284,2.5,1.8,0.0,1.0,6.0,1.0,5.0,0,1.0,5.0,1.0,75.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,1.4285714285714286,2.5,1.8,0.0,0.64,7.0,1.0,4.0,0,1.0,5.0,0.0,60.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.69,9.0,1.0,4.0,1,1.0,5.0,1.0,66.0,1.0,0.0,0.0,1.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,3.857142857142857,2.5,1.8,0.0,0.98,7.0,1.0,3.0,1,1.0,5.0,1.0,73.0,1.0,0.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.98,7.0,1.0,2.0,0,1.0,5.0,0.0,68.0,1.0,0.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.0,2.5,1.8,0.0,0.64,6.0,1.0,3.0,0,1.0,5.0,1.0,62.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.61,9.0,1.0,2.0,0,1.0,5.0,0.0,62.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,3.4285714285714284,2.5,1.8,0.0,0.66,8.0,1.0,4.0,0,1.0,5.0,1.0,65.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,1.0,8.0,1.0,3.0,0,1.0,5.0,1.0,69.0,0.0,1.0,0.0,0.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.67,7.0,1.0,2.0,0,1.0,5.0,0.0,64.0,1.0,0.0,0.0,0.0,0.5,0.375,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.8,5.0,1.0,4.0,3,1.0,5.0,0.0,67.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.94,9.0,1.0,2.0,0,1.0,5.0,1.0,70.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,4.714285714285714,2.5,1.8,0.0,0.61,7.0,1.0,3.0,1,1.0,5.0,0.0,70.0,1.0,0.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,3.4285714285714284,2.5,1.8,0.0,0.84,7.0,1.0,3.0,0,1.0,5.0,0.0,69.0,1.0,0.0,0.0,0.0,1.0,0.375,0.3098630992604386,0.6910093944051022
20,1.1428571428571428,2.5,1.8,0.0,0.71,8.0,1.0,3.0,0,1.0,5.0,0.0,61.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.94,7.0,1.0,2.0,3,1.0,5.0,0.0,69.0,0.0,1.0,0.0,1.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.71,5.0,1.0,0.0,0,1.0,5.0,1.0,63.0,0.0,1.0,0.0,1.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.87,7.0,1.0,4.0,0,1.0,5.0,1.0,67.0,0.0,1.0,0.0,1.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,2.142857142857143,2.5,1.8,0.0,0.87,4.0,1.0,6.0,0,1.0,5.0,0.0,65.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.69,7.0,1.0,4.0,0,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,0.5,0.375,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.61,9.0,1.0,2.0,0,1.0,5.0,0.0,63.0,0.0,1.0,0.0,0.0,0.5,0.5,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.76,4.0,1.0,3.0,0,1.0,5.0,1.0,68.0,1.0,0.0,0.0,0.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,1.8571428571428572,2.5,1.8,0.0,0.72,7.0,1.0,4.0,3,1.0,5.0,0.0,65.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.92,8.0,1.0,3.0,0,1.0,5.0,1.0,67.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.92,8.0,1.0,3.0,3,1.0,5.0,1.0,68.0,1.0,0.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.78,6.0,1.0,3.0,1,1.0,5.0,0.0,64.0,0.0,1.0,0.0,1.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,4.428571428571429,2.5,1.8,0.0,0.84,5.0,1.0,3.0,1,1.0,5.0,0.0,71.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.84,6.0,1.0,5.0,0,1.0,5.0,1.0,69.0,1.0,0.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,1.7142857142857142,2.5,1.8,0.0,0.93,9.0,1.0,3.0,3,1.0,5.0,1.0,67.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,3.7142857142857144,2.5,1.8,0.0,0.77,4.0,1.0,3.0,1,1.0,5.0,0.0,65.0,1.0,0.0,0.0,1.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,4.714285714285714,2.5,1.8,0.0,0.71,5.0,1.0,2.0,0,1.0,5.0,0.0,68.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.7142857142857144,2.5,1.8,0.0,0.71,6.0,1.0,3.0,3,1.0,5.0,1.0,67.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,1.5714285714285714,2.5,1.8,0.0,0.81,6.0,1.0,4.0,0,1.0,5.0,1.0,67.0,0.0,1.0,0.0,0.0,0.5,0.375,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.78,7.0,1.0,3.0,0,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,4.0,2.5,1.8,0.0,0.78,9.0,1.0,4.0,1,1.0,5.0,0.0,70.0,1.0,0.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.64,5.0,1.0,4.0,3,1.0,5.0,1.0,65.0,1.0,0.0,0.0,0.0,1.0,0.375,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.89,7.0,1.0,4.0,3,1.0,5.0,1.0,69.0,1.0,0.0,0.0,0.0,1.0,0.5,0.3098630992604386,0.6910093944051022
20,3.5714285714285716,2.5,1.8,0.0,0.69,7.0,1.0,4.0,0,1.0,5.0,1.0,65.0,1.0,0.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.0,2.5,1.8,0.0,0.68,6.0,1.0,3.0,1,1.0,5.0,0.0,63.0,0.0,1.0,0.0,1.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.77,5.0,1.0,2.0,3,1.0,5.0,0.0,67.0,1.0,0.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,0.14285714285714285,2.5,1.8,0.0,0.69,6.0,1.0,3.0,0,1.0,5.0,1.0,61.0,1.0,0.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.0,2.5,1.8,0.0,0.83,6.0,1.0,2.0,0,1.0,5.0,1.0,65.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.75,8.0,1.0,2.0,1,1.0,5.0,1.0,66.0,1.0,0.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,1.8571428571428572,2.5,1.8,0.0,0.78,8.0,1.0,3.0,1,1.0,5.0,1.0,66.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,4.285714285714286,2.5,1.8,0.0,0.81,5.0,1.0,1.0,0,1.0,5.0,1.0,69.0,0.0,1.0,0.0,0.0,0.0,0.125,0.3098630992604386,0.6910093944051022
20,1.5714285714285714,2.5,1.8,0.0,0.68,6.0,1.0,3.0,1,1.0,5.0,0.0,63.0,1.0,0.0,0.0,0.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.66,6.0,1.0,6.0,3,1.0,5.0,0.0,65.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.95,10.0,1.0,4.0,0,1.0,5.0,0.0,67.0,0.0,1.0,0.0,1.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,4.142857142857143,2.5,1.8,0.0,0.77,7.0,1.0,3.0,0,1.0,5.0,1.0,69.0,1.0,0.0,0.0,1.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,1.5714285714285714,2.5,1.8,0.0,0.76,5.0,1.0,2.0,3,1.0,5.0,1.0,65.0,0.0,1.0,0.0,0.0,0.0,0.5,0.3098630992604386,0.6910093944051022
20,3.857142857142857,2.5,1.8,0.0,0.61,6.0,1.0,3.0,0,1.0,5.0,0.0,65.0,0.0,1.0,0.0,0.0,1.0,0.125,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.8,6.0,1.0,2.0,1,1.0,5.0,1.0,65.0,0.0,1.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,2.0,2.5,1.8,0.0,0.82,8.0,1.0,5.0,1,1.0,5.0,1.0,67.0,1.0,0.0,0.0,0.0,0.0,0.25,0.3098630992604386,0.6910093944051022
20,3.2857142857142856,2.5,1.8,0.0,0.82,8.0,1.0,2.0,0,1.0,5.0,1.0,66.0,0.0,1.0,0.0,1.0,0.0,0.125,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.88,7.0,1.0,3.0,0,1.0,5.0,0.0,72.0,1.0,0.0,0.0,0.0,1.0,0.5,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.67,7.0,1.0,3.0,1,1.0,5.0,0.0,66.0,0.0,1.0,0.0,0.0,1.0,0.375,0.3098630992604386,0.6910093944051022
20,2.857142857142857,2.5,1.8,0.0,0.7,7.0,1.0,4.0,1,1.0,5.0,1.0,65.0,0.0,1.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,2.5714285714285716,2.5,1.8,0.0,0.92,7.0,1.0,3.0,0,1.0,5.0,1.0,69.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,3.0,2.5,1.8,0.0,0.98,4.0,1.0,2.0,0,1.0,5.0,0.0,68.0,1.0,0.0,0.0,0.0,0.5,0.25,0.3098630992604386,0.6910093944051022
20,3.4285714285714284,2.5,1.8,0.0,0.65,7.0,1.0,1.0,3,1.0,5.0,0.0,64.0,0.0,1.0,0.0,0.0,0.5,0.125,0.3098630992604386,0.6910093944051022
20,4.285714285714286,2.5,1.8,0.0,0.8,6.0,1.0,4.0,1,1.0,5.0,0.0,69.0,1.0,0.0,0.0,0.0,0.0,0.375,0.3098630992604386,0.6910093944051022
20,1.8571428571428572,2.5,1.8,0.0,0.69,5.0,1.0,1.0,0,1.0,5.0,1.0,59.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,4.714285714285714,2.5,1.8,0.0,0.62,10.0,1.0,3.0,0,1.0,5.0,1.0,68.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3098630992604386,0.6910093944051022
20,1.1428571428571428,2.5,1.8,0.0,0.73,7.0,1.0,3.0,0,1.0,5.0,0.0,60.0,1.0,0.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.66,7.0,1.0,3.0,0,1.0,5.0,0.0,62.0,0.0,1.0,0.0,0.0,0.0,0.125,0.3098630992604386,0.6910093944051022
20,3.4285714285714284,2.5,1.8,0.0,0.88,6.0,1.0,3.0,1,1.0,5.0,1.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3098630992604386,0.6910093944051022
20,3.142857142857143,2.5,1.8,0.0,0.81,8.0,1.0,5.0,0,1.0,5.0,1.0,68.0,1.0,0.0,0.0,0.0,1.0,0.5,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.66,5.0,1.0,3.0,0,1.0,5.0,1.0,64.0,1.0,0.0,0.0,0.0,1.0,0.375,0.3098630992604386,0.6910093944051022
20,2.7142857142857144,2.5,1.8,0.0,0.6,7.0,1.0,3.0,0,1.0,5.0,1.0,65.0,1.0,0.0,0.0,0.0,1.0,0.375,0.3098630992604386,0.6910093944051022
20,2.4285714285714284,2.5,1.8,0.0,0.92,6.0,1.0,2.0,0,1.0,5.0,1.0,65.0,1.0,0.0,0.0,1.0,1.0,0.25,0.3098630992604386,0.6910093944051022
20,2.2857142857142856,2.5,1.8,0.0,0.67,8.0,1.0,3.0,0,1.0,5.0,0.0,63.0,1.0,0.0,0.0,0.0,0.5,0.0,0.3098630992604386,0.6910093944051022
